ID,label
0,155.77195221543803
1,165.36237263270337
2,137.89243545603196
3,173.62922939962746
4,156.34156096703404
5,143.2338860336106
6,157.81338610267557
7,147.526645435696
8,148.58279846881356
9,169.54529290753118
10,187.82964267816953
11,166.3666881044361
12,165.4834921000005
13,185.70512347411494
14,149.87402481010113
15,138.0569696003011
16,162.50589706428988
17,149.4397086475604
18,162.60502999151657
19,148.88672198195027
20,162.19031952759582
21,158.22213179105862
22,154.3033661657318
23,142.77944970022
24,145.20177239457618
25,193.07319066192122
26,169.25061919130195
27,157.62796108301606
28,184.96244475898175
29,144.38468453692312
30,151.5291192983508
31,141.49097100732877
32,154.44160526425918
33,152.49758646614328
34,162.17195713486223
35,162.8005351366416
36,154.17173808155565
37,145.25864801552024
38,148.26163022702642
39,151.93697012223976
40,134.93098284542572
41,147.32378969317
42,166.07997304560405
43,128.7976787217994
44,146.6866347582825
45,153.1532022392818
46,148.87957091180667
47,156.5404852710202
48,181.65922337991844
49,163.03168483907103
50,154.3321612277619
51,165.29947358384385
52,139.71397511005142
53,134.7516638373586
54,174.47315146537022
55,175.7087471159311
56,164.54249670707128
57,142.41607056267088
58,166.40916583838242
59,132.8736874715675
60,155.23475337802287
61,159.34669434905044
62,147.08286828572017
63,151.73266096086058
64,166.1281948877364
65,142.82741178447344
66,160.4432185732557
67,154.1645978607753
68,178.54981105099841
69,153.4138247347903
70,149.90063205959788
71,202.3312535986767
72,164.80908237864807
73,166.52999951193982
74,150.38059353792224
75,169.35853561343848
76,144.9962072518164
77,136.14762968746214
78,159.1687951793602
79,180.65687219263162
80,164.66828691898834
81,152.1615219840529
82,174.82688486217978
83,165.63658304056557
84,170.04007349075218
85,173.68177738639983
86,167.769504333386
87,152.6973564021206
88,165.47867606067337
89,146.70396923397197
90,159.98263813821788
91,152.2681185385582
92,141.23672998205595
93,177.0605492613326
94,156.57244160061865
95,166.3212660189659
96,142.9762593673032
97,166.34761518689606
98,153.93197249609517
99,172.99789429988385
100,155.2301845772402
101,174.6382147058265
102,148.87329279230391
103,162.2937945801355
104,148.86017640810974
105,161.62902094299733
106,163.202397292233
107,139.57194734183796
108,153.29945759200808
109,153.31632249515073
110,176.5336360404059
111,155.4085060227995
112,146.88724496474813
113,170.2139060392178
114,148.67693426995575
115,143.3040295812491
116,143.68773721956177
117,153.5473563451114
118,153.87059546976343
119,163.38780165051847
120,170.18519791392652
121,148.63864347381653
122,143.9406625320105
123,160.87619650595727
124,152.91915776901672
125,154.44199326738115
126,167.96073722287758
127,143.57530418546992
128,206.4751133235619
129,138.66298687302157
130,157.39155713896778
131,166.79025871626482
132,154.9895241887125
133,163.47545812471597
134,183.660168740168
135,152.33588304542556
136,176.92346515718134
137,147.6977868291952
138,165.62012733210636
139,158.2487216260548
140,147.37225882547065
141,174.54105107198905
142,151.79585370476903
143,143.23078497575904
144,158.53297797508753
145,143.54880422610896
146,173.9977385426284
147,187.8915900049165
148,171.40675785489927
149,138.40778210123113
150,156.98103485638435
151,174.49269287488386
152,141.01826589113762
153,147.4116106923758
154,140.227503859846
155,147.4591279283036
156,157.75274268681193
157,165.40448239689073
158,153.1505582803351
159,145.22341502210543
160,158.30608973785183
161,154.25770667129558
162,166.26928877481703
163,167.67023011032325
164,153.19842241380383
165,154.9790103428685
166,159.81448534662007
167,126.38650518144225
168,148.09678277469808
169,155.59543812269771
170,153.93205399928004
171,163.52824162044988
172,167.6932388421777
173,144.02837068920408
174,163.6497856525734
175,139.62183077697142
176,136.15238418105562
177,167.76585280384904
178,145.6468082209735
179,184.7815900544457
180,147.5989773466919
181,179.3221667285614
182,141.46410218991312
183,191.61254033084987
184,165.51584154220942
185,150.32810841197244
186,186.449757905752
187,151.5036829439131
188,181.84585139180274
189,140.56771648698046
190,152.2606359676641
191,139.50055704372033
192,163.97527472005135
193,155.85149683124266
194,183.07130801454903
195,135.58352188862366
196,154.15457862074427
197,156.8487933735115
198,158.8512818440818
199,181.32106176606166
200,205.21748945991143
201,169.43868039150487
202,138.2088494752321
203,140.10980333656948
204,138.68130263870594
205,137.6538135532051
206,171.24501072799256
207,155.74898701667243
208,149.54440283877034
209,168.51280758759697
210,156.4300877498009
211,142.5731723103405
212,168.47591655638564
213,142.36172433979598
214,169.00653776838516
215,178.6451298145943
216,150.675850582624
217,152.54424750943534
218,150.83124467681563
219,148.2442314005585
220,158.73721553264662
221,169.20798564325196
222,184.33100319148178
223,158.99031973734972
224,131.6403053566964
225,157.84943787167717
226,181.4436009705985
227,141.56402460362696
228,140.56123790559582
229,149.37485281538167
230,151.0994847956759
231,151.44088000536203
232,179.59992433702052
233,185.0184975486839
234,153.75863719480003
235,160.93352319877755
236,166.49518576413737
237,156.7038306818191
238,155.45535159766803
239,143.92116168599136
240,150.54938988349193
241,174.5088943144828
242,177.0302971604815
243,150.6705697894016
244,145.9216930097443
245,137.44737170698602
246,190.4892560647312
247,151.36089768499068
248,174.1274271114833
249,154.92304684441095
250,172.60228287065706
251,136.04952081867296
252,169.6273967199915
253,143.25836429313676
254,156.34474755315284
255,158.03829205545503
256,169.07961984311106
257,172.02078015880767
258,175.09757197424045
259,169.03653322373782
260,166.77735676075093
261,148.08543925061184
262,187.82828281145515
263,164.87841725681955
264,157.31491481366166
265,154.38878562992988
266,179.59477546985943
267,149.35580110180993
268,173.20972137774095
269,137.82652612975104
270,156.35688247704334
271,176.42048491344895
272,144.74948928650466
273,173.59989392517286
274,175.08910299066775
275,163.37581571809028
276,148.57963038178045
277,180.23745826855338
278,168.3739039079898
279,140.92026248971044
280,160.4130699070912
281,158.21479506472065
282,158.65151461588061
283,135.47153729138063
284,160.0718088999888
285,169.8037724931748
286,157.44849619935712
287,154.03159483668009
288,148.2165308583824
289,142.71211299688395
290,170.3872182842246
291,171.5004223269358
292,170.18902789869998
293,164.98855595438107
294,178.08541155801746
295,160.59661371663213
296,189.19968993011224
297,163.7542169069379
298,156.26365966268025
299,177.60277685528007
300,141.61639383539824
301,166.02324370973503
302,143.8347989632207
303,135.23470843342213
304,164.13069987854158
305,176.37024085065616
306,160.65606753827274
307,154.6377880023786
308,168.10031723145863
309,143.28835223976972
310,150.4935511800154
311,211.94656776631345
312,179.66931461814386
313,141.23397019326723
314,148.8383685103767
315,169.45277451951063
316,147.9838983295803
317,132.80463572893012
