ID,label
0,155.7906625075153
1,164.94196626143
2,137.99368225133014
3,173.49719445973545
4,156.42967079450685
5,143.03913024698045
6,157.26368864650428
7,148.24897834566957
8,147.62444133527362
9,169.37389048589273
10,187.5044846520617
11,167.11521193464765
12,165.48649613387826
13,185.71255088835653
14,149.91302556534617
15,137.35273790198858
16,161.64629269387717
17,149.3269217155555
18,162.7755111099595
19,148.62086477347137
20,162.12694379636935
21,158.2692917647123
22,153.98127824925825
23,142.84982306778667
24,145.68612601353763
25,193.0937427210766
26,169.51817305952198
27,157.57342623843837
28,184.9970486051311
29,144.41758172423195
30,151.16375717964468
31,141.13631893161437
32,155.23493766257542
33,152.61932563570713
34,162.10457348543235
35,162.6473445115289
36,154.1631812685739
37,144.95221793207037
38,148.9891503742867
39,152.12574300540072
40,134.82963453950356
41,148.0018320496572
42,166.3185447478054
43,128.60322447867034
44,145.95408169898386
45,154.33668728076194
46,148.5208138152542
47,157.9212696156976
48,181.97249836837284
49,162.833988835347
50,154.53392503857344
51,165.48919256824632
52,140.04567826547452
53,135.4811719756518
54,175.1866273703232
55,175.61647857864955
56,164.61292090894574
57,141.94528648105336
58,165.84980624704104
59,132.8800986019726
60,153.97438126708923
61,159.94899156220532
62,147.03981799148414
63,151.73059875957583
64,165.60755097795152
65,142.34417222252625
66,161.5927857643406
67,154.0149680751279
68,178.46587516993094
69,153.32405337889753
70,148.35300893375455
71,202.40715279812542
72,165.26320133704854
73,166.6544666120701
74,150.41092813965432
75,171.59663659631286
76,145.30251739742806
77,135.88369633513247
78,159.29462587623829
79,180.76979163485106
80,164.90053510751437
81,151.8820834539805
82,174.54282198884277
83,165.95874554151197
84,170.50386972119247
85,173.76337102065668
86,167.71306946845266
87,153.26344477949203
88,165.51244852208768
89,146.41342140640796
90,159.96364955291477
91,152.6425826164413
92,141.53526400621936
93,177.17837849552905
94,156.18632595834595
95,166.1102308224674
96,142.85192582958058
97,165.8445814821737
98,154.0679858911156
99,173.04953650068308
100,156.01534141879728
101,174.51388654798546
102,148.5665716180644
103,162.42336081821577
104,148.80539109500248
105,161.8543789447217
106,163.64118383081257
107,139.42494232513423
108,153.5015829258541
109,152.78820513687276
110,176.63928687019285
111,155.61862145008513
112,147.11086025418885
113,170.4290933872056
114,149.3932240903035
115,142.87689524961996
116,143.59289944616165
117,154.47254963910467
118,154.09432465967927
119,163.53495793216945
120,170.93496869342158
121,149.1453536174269
122,143.91418866501775
123,160.67806164365985
124,153.32244426392123
125,154.40739884979538
126,168.12366080989352
127,143.16056193934372
128,206.90367280797196
129,138.13763781168512
130,157.31621369985652
131,167.2694123274286
132,153.74606613685285
133,163.25263045231137
134,183.78290684809338
135,152.41530873225327
136,178.33942045469743
137,147.51946939682426
138,165.30291589766637
139,158.42910310383758
140,148.2865197326023
141,173.54615411018682
142,151.8788329429716
143,143.39719921011647
144,158.71715535522787
145,143.82614339020338
146,174.44045440311993
147,188.1893432178606
148,171.61894166976424
149,138.46294682108328
150,156.66448368859685
151,174.47646945600906
152,141.42900404462267
153,147.49330086715452
154,140.01224800357915
155,147.50562679472264
156,157.69854328843792
157,165.65613634891355
158,152.949529396569
159,145.04615429516068
160,158.25778457177418
161,153.9451561837192
162,166.2305628576973
163,167.61996521654464
164,152.34574242528376
165,154.89166295220843
166,160.43900502896423
167,126.52095970862352
168,148.22209843127519
169,155.27309832317042
170,154.29648472635034
171,163.58870368825671
172,167.20177194295317
173,143.87830806658775
174,163.32153689384853
175,140.46979410236167
176,136.09636322125874
177,167.07770347188946
178,145.32663188556677
179,184.42203524174369
180,147.82994300334678
181,179.62786344544242
182,140.82597657004845
183,191.73187455440615
184,165.76821640085637
185,150.10839165977285
186,186.48551002850616
187,151.96754408997668
188,181.12102702379542
189,140.9728024720404
190,151.86357526318338
191,139.28159833754427
192,163.64828470236122
193,156.60249501990518
194,183.29611107729124
195,135.93095362140144
196,153.64378887694255
197,156.12955197063812
198,158.54439561937332
199,181.1162704212939
200,205.23949187899746
201,169.53525282641564
202,138.35376582202596
203,140.38212692196544
204,138.60901880992043
205,138.26929206984423
206,171.08105614507878
207,155.88131543100783
208,149.74182161502844
209,167.7931147184865
210,156.62002552556984
211,142.89618154917738
212,168.4998244355813
213,141.6373852878661
214,169.18373221394734
215,178.43797233799057
216,150.27630303983807
217,152.8288855374617
218,151.2391001208764
219,148.53450526375286
220,158.9033954021752
221,169.31090098909146
222,184.73732244649776
223,158.83794867691523
224,132.45926281564869
225,157.3531063087759
226,181.10357139489653
227,141.60626099272858
228,140.634340098482
229,149.52545083385002
230,150.66025340234734
231,151.45955305965543
232,179.5444517124372
233,184.55177217396874
234,153.4880206401594
235,161.19893864278816
236,166.5471324981308
237,157.21887215603266
238,155.41911956965274
239,144.1153117750659
240,150.68302033594858
241,174.3693297024064
242,176.5834630010807
243,151.27162308461698
244,145.36874494883193
245,137.79908902372773
246,189.9428551677845
247,151.13107845252244
248,173.9375416090545
249,154.91597806913535
250,172.9877856569155
251,136.12731635262287
252,169.31044915394637
253,143.27843295406012
254,156.62069404456935
255,157.8291945612711
256,169.56831606367456
257,171.84638793370618
258,175.40976372558808
259,168.92387262433715
260,166.269966021727
261,149.21422880832057
262,190.3452928321894
263,164.47184912051404
264,157.63576986740003
265,154.7193342924516
266,179.6901311787164
267,149.4463823620746
268,173.09381318232258
269,137.2398632412262
270,156.42427447224213
271,176.1217721768585
272,144.80558982294858
273,174.08638136581243
274,175.04852874118285
275,163.29731904695518
276,148.13958001989056
277,180.43501850608723
278,168.0800562322658
279,140.5798841614166
280,160.71939681630332
281,157.88480407485235
282,158.53186450009218
283,135.43801451866804
284,159.41755256019962
285,169.78713376205576
286,157.18762030466536
287,154.4563583199187
288,147.98497069439915
289,142.64811049967486
290,170.56452305105094
291,171.83830134811092
292,170.193337024763
293,164.77807615308822
294,178.70636133885597
295,160.4962414732345
296,188.62400528155547
297,164.30763575887454
298,155.58782617229235
299,177.4465649550342
300,141.32094309900324
301,166.7382163294066
302,143.63996784730708
303,136.41618897878328
304,164.05765500061005
305,176.14036495680608
306,160.4515384425897
307,154.53609910258984
308,168.44732445866094
309,143.27508267730778
310,150.97984579317483
311,212.15982705882237
312,179.47372537805575
313,140.89739002614635
314,148.58054323618074
315,169.49672566706016
316,147.66688727581283
317,132.85494501165164
318,169.52278339611695
319,151.1762920872795
320,156.51055477095153
321,164.36515355407477
322,170.7635890440391
323,144.56042351902312
324,156.2664958239152
325,144.09330596182213
326,154.69095291292257
327,186.80374417750053
328,160.3555753689412
329,148.76488955116466
330,145.99806621768556
331,154.25841661415228
332,144.64961341888556
333,147.7030971326321
334,149.27372009735967
335,158.07534124623788
336,168.87488434774951
337,150.69927890845878
338,178.6464631295418
339,151.33352783821357
340,158.27730765021775
341,139.80555647626602
342,147.3528829486985
343,160.58345951278164
344,162.74645603326638
345,147.38563253793427
